  Principal QN n  Azimuthal QN l
  0.28221967E+02  0.13254186E-08
  0.29410051E+02  0.12522884E-08
  0.30648149E+02  0.11812958E-08
  0.31938370E+02  0.11125836E-08
  0.33282905E+02  0.10461543E-08
  0.34684043E+02  0.98214733E-09
  0.36144165E+02  0.92057927E-09
  0.37665755E+02  0.86147608E-09
  0.39251401E+02  0.80491046E-09
  0.40903800E+02  0.75083520E-09
  0.42625760E+02  0.69929606E-09
  0.44420211E+02  0.65026238E-09
  0.46290205E+02  0.60370015E-09
  0.48238922E+02  0.55961212E-09
  0.50269675E+02  0.51793921E-09
  0.52385918E+02  0.47859946E-09
  0.54591251E+02  0.44159335E-09
  0.56889423E+02  0.40679550E-09
  0.59284344E+02  0.37420114E-09
  0.61780085E+02  0.34369857E-09
  0.64380892E+02  0.31519007E-09
  0.67091186E+02  0.28864478E-09
  0.69915579E+02  0.26393652E-09
  0.72858872E+02  0.24099520E-09
  0.75926071E+02  0.21973890E-09
  0.79122393E+02  0.20010519E-09
  0.82453272E+02  0.18200901E-09
  0.85924375E+02  0.16529998E-09
  0.89541603E+02  0.14982513E-09
  0.93311109E+02  0.13557259E-09
  0.97239303E+02  0.12253214E-09
  0.10133287E+03  0.11065850E-09
  0.10559876E+03  0.99862989E-10
  0.11004423E+03  0.90003787E-10
  0.11467686E+03  0.80923523E-10
  0.11950450E+03  0.72602278E-10
  0.12453538E+03  0.65046636E-10
  0.12977805E+03  0.58245017E-10
  0.13524142E+03  0.52163186E-10
  0.14093479E+03  0.46738970E-10
  0.14686783E+03  0.41876058E-10
  0.15305065E+03  0.37445811E-10
  0.15949375E+03  0.33390910E-10
  0.16620808E+03  0.29713117E-10
  0.17320508E+03  0.26406539E-10
  0.18049664E+03  0.23454099E-10
  0.18809515E+03  0.20824923E-10
  0.19601354E+03  0.18471491E-10
  0.20426529E+03  0.16351485E-10
  0.21286441E+03  0.14457481E-10
  0.22182553E+03  0.12780666E-10
  0.23116391E+03  0.11304296E-10
  0.24089540E+03  0.10001927E-10
  0.25103657E+03  0.88371703E-11
  0.26160466E+03  0.77901424E-11
  0.27261765E+03  0.68577528E-11
  0.28409425E+03  0.60338768E-11
  0.29605400E+03  0.53079512E-11
  0.30851723E+03  0.46645111E-11
  0.32150513E+03  0.40931481E-11
  0.33503979E+03  0.35903662E-11
  0.34914423E+03  0.31504733E-11
  0.36384244E+03  0.27646218E-11
  0.37915941E+03  0.24221555E-11
  0.39512120E+03  0.21191624E-11
  0.41175493E+03  0.18532646E-11
  0.42908892E+03  0.16204965E-11
  0.44715262E+03  0.14154160E-11
  0.46597677E+03  0.12349930E-11
  0.48559337E+03  0.10774553E-11
  0.50603579E+03  0.93999809E-12
  0.52733880E+03  0.81903862E-12
  0.54953861E+03  0.71288325E-12
  0.57267298E+03  0.62033049E-12
  0.59678126E+03  0.53951749E-12
  0.62190445E+03  0.46865938E-12
  0.64808527E+03  0.40693266E-12
  0.67536824E+03  0.35324810E-12
  0.70379977E+03  0.30625401E-12
  0.73342820E+03  0.26527804E-12
  0.76430392E+03  0.22969846E-12
  0.79647945E+03  0.19867831E-12
  0.83000949E+03  0.17171120E-12
  0.86495108E+03  0.14835452E-12
  0.90136363E+03  0.12803301E-12
  0.93930906E+03  0.11040867E-12
  0.97885192E+03  0.95158704E-13
  0.10200594E+04  0.81916055E-13
  0.10630017E+04  0.70471996E-13
  0.11077518E+04  0.60578562E-13
  0.11543857E+04  0.52024557E-13
  0.12029828E+04  0.44658946E-13
  0.12536258E+04  0.38300528E-13
  0.13064007E+04  0.32830110E-13
  0.13613973E+04  0.28114807E-13
  0.14187091E+04  0.24055135E-13
  0.14784337E+04  0.20571281E-13
  0.15406725E+04  0.17582489E-13
  0.16055315E+04  0.15020354E-13
  0.16731208E+04  0.12816668E-13
  0.17435555E+04  0.10929975E-13
  0.18169554E+04  0.93171589E-14
  0.18934453E+04  0.79433797E-14
  0.19731552E+04  0.67714703E-14
  0.20562207E+04  0.57702963E-14
  0.21427831E+04  0.49117472E-14
  0.22329896E+04  0.41792415E-14
  0.23269936E+04  0.35561685E-14
  0.24249549E+04  0.30255617E-14
  0.25270402E+04  0.25730097E-14
  0.26334231E+04  0.21860993E-14
  0.27442844E+04  0.18571969E-14
  0.28598128E+04  0.15781666E-14
  0.29802047E+04  0.13393864E-14
  0.31056648E+04  0.11368966E-14
  0.32364065E+04  0.96732610E-15
  0.33726521E+04  0.82224061E-15
  0.35146334E+04  0.69714649E-15
  0.36625918E+04  0.59064160E-15
  0.38167789E+04  0.50155375E-15
  0.39774570E+04  0.42561533E-15
  0.41448992E+04  0.36011351E-15
  0.43193904E+04  0.30488311E-15
  0.45012273E+04  0.25875376E-15
  0.46907191E+04  0.21921041E-15
  0.48881882E+04  0.18527219E-15
  0.50939702E+04  0.15671122E-15
  0.53084152E+04  0.13256942E-15
  0.55318879E+04  0.11217382E-15
  0.57647683E+04  0.94597617E-16
  0.60074524E+04  0.79934411E-16
  0.62603530E+04  0.67396752E-16
  0.65239002E+04  0.56830134E-16
  0.67985421E+04  0.48075931E-16
  0.70847459E+04  0.40345967E-16
  0.73829982E+04  0.33935093E-16
  0.76938063E+04  0.28639093E-16
  0.80176987E+04  0.24135299E-16
  0.83552263E+04  0.20305664E-16
  0.87069631E+04  0.17106865E-16
  0.90735072E+04  0.14349948E-16
  0.94554820E+04  0.12051563E-16
  0.98535372E+04  0.10138227E-16
  0.10268350E+05  0.85060320E-17
  0.10700625E+05  0.71413547E-17
  0.11151098E+05  0.59944829E-17
  0.11620534E+05  0.50600613E-17
  0.12109733E+05  0.42400902E-17
  0.12619527E+05  0.35504249E-17
  0.13150781E+05  0.29673727E-17
  0.13704400E+05  0.25123690E-17
  0.14281326E+05  0.20950704E-17
  0.14882538E+05  0.17538885E-17
  0.15509061E+05  0.14759148E-17
  0.16161958E+05  0.12338796E-17
  0.16842341E+05  0.10341681E-17
  0.17551367E+05  0.86104158E-18
  0.18290241E+05  0.72288142E-18
  0.19060220E+05  0.60537207E-18
  0.19862614E+05  0.50446172E-18
  0.20698787E+05  0.42303335E-18
  0.21570160E+05  0.35328013E-18
  0.22478217E+05  0.29471316E-18
  0.23424501E+05  0.24651271E-18
  0.24410621E+05  0.20590525E-18
  0.25438255E+05  0.17196187E-18
  0.26509150E+05  0.14318580E-18
  0.27625127E+05  0.11986886E-18
  0.28788085E+05  0.10002314E-18
  0.30000000E+05  0.83187019E-19
  Principal QN n  Azimuthal QN l
               2               1
 Electron Energy Probability dst
  0.10000000E+01  0.79615360E-07
  0.10420978E+01  0.79113057E-07
  0.10859679E+01  0.78590752E-07
  0.11316847E+01  0.78047885E-07
  0.11793262E+01  0.77483831E-07
  0.12289732E+01  0.76897908E-07
  0.12807103E+01  0.76289427E-07
  0.13346254E+01  0.75657703E-07
  0.13908102E+01  0.75002052E-07
  0.14493603E+01  0.74321780E-07
  0.15103752E+01  0.73616186E-07
  0.15739587E+01  0.72884577E-07
  0.16402189E+01  0.72126276E-07
  0.17092686E+01  0.71340702E-07
  0.17812250E+01  0.70527671E-07
  0.18562107E+01  0.69687251E-07
  0.19343531E+01  0.68819715E-07
  0.20157852E+01  0.67925467E-07
  0.21006453E+01  0.67004216E-07
  0.21890779E+01  0.66055246E-07
  0.22812333E+01  0.65077778E-07
  0.23772682E+01  0.64071065E-07
  0.24773460E+01  0.63034860E-07
  0.25816369E+01  0.61969182E-07
  0.26903181E+01  0.60874240E-07
  0.28035747E+01  0.59752447E-07
  0.29215990E+01  0.58609408E-07
  0.30445920E+01  0.57447478E-07
  0.31727626E+01  0.56259108E-07
  0.33063290E+01  0.55037491E-07
  0.34455182E+01  0.53788188E-07
  0.35905670E+01  0.52519864E-07
  0.37417220E+01  0.51234756E-07
  0.38992403E+01  0.49932236E-07
  0.40633898E+01  0.48611760E-07
  0.42344497E+01  0.47274878E-07
  0.44127107E+01  0.45924051E-07
  0.45984762E+01  0.44561709E-07
  0.47920620E+01  0.43189626E-07
  0.49937974E+01  0.41809515E-07
  0.52040253E+01  0.40423453E-07
  0.54231034E+01  0.39033891E-07
  0.56514042E+01  0.37643417E-07
  0.58893160E+01  0.36254769E-07
  0.61372433E+01  0.34870748E-07
  0.63956078E+01  0.33493959E-07
  0.66648489E+01  0.32126803E-07
  0.69454245E+01  0.30771668E-07
  0.72378117E+01  0.29430897E-07
  0.75425078E+01  0.28106960E-07
  0.78600309E+01  0.26802707E-07
  0.81909210E+01  0.25520569E-07
  0.85357408E+01  0.24262110E-07
  0.88950769E+01  0.23028976E-07
  0.92695402E+01  0.21823649E-07
  0.96597676E+01  0.20648285E-07
  0.10066423E+02  0.19504462E-07
  0.10490197E+02  0.18393714E-07
  0.10931811E+02  0.17317497E-07
  0.11392017E+02  0.16276930E-07
  0.11871596E+02  0.15273087E-07
  0.12371364E+02  0.14307289E-07
  0.12892171E+02  0.13379467E-07
  0.13434904E+02  0.12490511E-07
  0.14000484E+02  0.11640788E-07
  0.14589873E+02  0.10830207E-07
  0.15204075E+02  0.10058755E-07
  0.15844134E+02  0.93258946E-08
  0.16511137E+02  0.86312306E-08
  0.17206220E+02  0.79748214E-08
  0.17930564E+02  0.73556585E-08
  0.18685402E+02  0.67727277E-08
  0.19472016E+02  0.62251820E-08
  0.20291745E+02  0.57119753E-08
  0.21145984E+02  0.52321203E-08
  0.22036183E+02  0.47844127E-08
  0.22963858E+02  0.43675591E-08
  0.23930587E+02  0.39802689E-08
  0.24938012E+02  0.36211942E-08
  0.25987848E+02  0.32890906E-08
  0.27081880E+02  0.29825001E-08
  0.28221967E+02  0.26999564E-08
  0.29410051E+02  0.24403506E-08
  0.30648149E+02  0.22020349E-08
  0.31938370E+02  0.19838615E-08
  0.33282905E+02  0.17844718E-08
  0.34684043E+02  0.16026130E-08
  0.36144165E+02  0.14370775E-08
  0.37665755E+02  0.12866585E-08
  0.39251401E+02  0.11502489E-08
  0.40903800E+02  0.10267742E-08
  0.42625760E+02  0.91520050E-09
  0.44420211E+02  0.81457349E-09
  0.46290205E+02  0.72396196E-09
  0.48238922E+02  0.64252943E-09
  0.50269675E+02  0.56974356E-09
  0.52385918E+02  0.50507681E-09
  0.54591251E+02  0.44765156E-09
  0.56889423E+02  0.39616171E-09
  0.59284344E+02  0.34931217E-09
  0.61780085E+02  0.30695714E-09
  0.64380892E+02  0.26910688E-09
  0.67091186E+02  0.23565991E-09
  0.69915579E+02  0.20637596E-09
  0.72858872E+02  0.18084411E-09
  0.75926071E+02  0.15844549E-09
  0.79122393E+02  0.13836884E-09
  0.82453272E+02  0.12026780E-09
  0.85924375E+02  0.10417393E-09
  0.89541603E+02  0.90086806E-10
  0.93311109E+02  0.77956122E-10
  0.97239303E+02  0.67669752E-10
  0.10133287E+03  0.59039649E-10
  0.10559876E+03  0.51785364E-10
  0.11004423E+03  0.45514774E-10
  0.11467686E+03  0.39815068E-10
  0.11950450E+03  0.34611603E-10
  0.12453538E+03  0.29916775E-10
  0.12977805E+03  0.25733315E-10
  0.13524142E+03  0.22051767E-10
  0.14093479E+03  0.18847509E-10
  0.14686783E+03  0.16077245E-10
  0.15305065E+03  0.13679041E-10
  0.15949375E+03  0.11618767E-10
  0.16620808E+03  0.98834011E-11
  0.17320508E+03  0.84492473E-11
  0.18049664E+03  0.72788170E-11
  0.18809515E+03  0.63178873E-11
  0.19601354E+03  0.54923532E-11
  0.20426529E+03  0.47409442E-11
  0.21286441E+03  0.40594700E-11
  0.22182553E+03  0.34500421E-11
  0.23116391E+03  0.29135295E-11
  0.24089540E+03  0.24492266E-11
  0.25103657E+03  0.20545326E-11
  0.26160466E+03  0.17256295E-11
  0.27261765E+03  0.14570625E-11
  0.28409425E+03  0.12404533E-11
  0.29605400E+03  0.10638550E-11
  0.30851723E+03  0.91154595E-12
  0.32150513E+03  0.77455118E-12
  0.33503979E+03  0.65291882E-12
  0.34914423E+03  0.54683021E-12
  0.36384244E+03  0.45613383E-12
  0.37915941E+03  0.38024870E-12
  0.39512120E+03  0.31800325E-12
  0.41175493E+03  0.26755028E-12
  0.42908892E+03  0.22624724E-12
  0.44715262E+03  0.19078985E-12
  0.46597677E+03  0.15979571E-12
  0.48559337E+03  0.13314308E-12
  0.50603579E+03  0.11058998E-12
  0.52733880E+03  0.91756843E-13
  0.54953861E+03  0.76258286E-13
  0.57267298E+03  0.63598420E-13
  0.59678126E+03  0.53078875E-13
  0.62190445E+03  0.44099219E-13
  0.64808527E+03  0.36514844E-13
  0.67536824E+03  0.30180791E-13
  0.70379977E+03  0.24908003E-13
  0.73342820E+03  0.20563130E-13
  0.76430392E+03  0.16995884E-13
  0.79647945E+03  0.14017253E-13
  0.83000949E+03  0.11532213E-13
  0.86495108E+03  0.94799039E-14
  0.90136363E+03  0.77818914E-14
  0.93930906E+03  0.63861959E-14
  0.97885192E+03  0.52402826E-14
  0.10200594E+04  0.42882262E-14
  0.10630017E+04  0.35051151E-14
  0.11077518E+04  0.28650243E-14
  0.11543857E+04  0.23433699E-14
  0.12029828E+04  0.19185259E-14
  0.12536258E+04  0.15664804E-14
  0.13064007E+04  0.12763585E-14
  0.13613973E+04  0.10386041E-14
  0.14187091E+04  0.84518300E-15
  0.14784337E+04  0.68866393E-15
  0.15406725E+04  0.56163302E-15
  0.16055315E+04  0.45788413E-15
  0.16731208E+04  0.37197805E-15
  0.17435555E+04  0.30225456E-15
  0.18169554E+04  0.24666251E-15
  0.18934453E+04  0.20166078E-15
  0.19731552E+04  0.16407930E-15
  0.20562207E+04  0.13358385E-15
  0.21427831E+04  0.10945561E-15
  0.22329896E+04  0.89528901E-16
  0.23269936E+04  0.72661286E-16
  0.24249549E+04  0.59261133E-16
  0.25270402E+04  0.48739918E-16
  0.26334231E+04  0.39936226E-16
  0.27442844E+04  0.32646862E-16
  0.28598128E+04  0.26794485E-16
  0.29802047E+04  0.22085103E-16
  0.31056648E+04  0.18178905E-16
  0.32364065E+04  0.14865221E-16
  0.33726521E+04  0.12243256E-16
  0.35146334E+04  0.10070452E-16
  0.36625918E+04  0.81217730E-17
  0.38167789E+04  0.65980299E-17
  0.39774570E+04  0.54634048E-17
  0.41448992E+04  0.45233477E-17
  0.43193904E+04  0.36603597E-17
  0.45012273E+04  0.30148205E-17
  0.46907191E+04  0.24637594E-17
  0.48881882E+04  0.19852386E-17
  0.50939702E+04  0.16136759E-17
  0.53084152E+04  0.12945553E-17
  0.55318879E+04  0.10538685E-17
  0.57647683E+04  0.87605249E-18
  0.60074524E+04  0.70070084E-18
  0.62603530E+04  0.56168014E-18
  0.65239002E+04  0.45260589E-18
  0.67985421E+04  0.36520125E-18
  0.70847459E+04  0.30188945E-18
  0.73829982E+04  0.24488484E-18
  0.76938063E+04  0.19060746E-18
  0.80176987E+04  0.16185775E-18
  0.83552263E+04  0.13194822E-18
  0.87069631E+04  0.99248355E-19
  0.90735072E+04  0.81413825E-19
  0.94554820E+04  0.65013917E-19
  0.98535372E+04  0.53335538E-19
  0.10268350E+05  0.43193448E-19
  0.10700625E+05  0.33679115E-19
  0.11151098E+05  0.28651821E-19
  0.11620534E+05  0.22386919E-19
